,education,capital-loss,hours-per-week,race,gender,workclass,educational-num,fnlwgt,age,occupation,capital-gain,marital-status,relationship,income,race,gender,age
46415,HS-grad,0,60,White,Male,Self-emp-not-inc,9,144928,43,Farming-fishing,0,Never-married,Not-in-family,<=50K,White,Male,43
4248,Bachelors,0,55,White,Male,Private,13,164519,32,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,32
2504,11th,0,40,White,Male,Private,7,91716,38,Machine-op-inspct,0,Divorced,Not-in-family,<=50K,White,Male,38
2845,Assoc-voc,0,35,White,Female,Private,11,162675,32,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,32
13905,HS-grad,0,40,White,Male,Private,9,163867,30,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,30
21619,Assoc-acdm,0,40,White,Female,Private,12,230743,28,Adm-clerical,0,Divorced,Not-in-family,<=50K,White,Female,28
3255,HS-grad,0,20,Black,Male,Private,9,193537,23,Adm-clerical,0,Never-married,Own-child,<=50K,Black,Male,23
9915,Masters,1902,45,White,Female,Private,14,181388,31,Prof-specialty,0,Married-civ-spouse,Wife,>50K,White,Female,31
19785,Bachelors,0,40,White,Female,Private,13,120461,31,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,31
32412,12th,0,6,White,Female,Private,8,53611,17,Other-service,0,Never-married,Own-child,<=50K,White,Female,17
3646,HS-grad,0,25,White,Female,Private,9,181494,72,Other-service,0,Widowed,Unmarried,<=50K,White,Female,72
39336,Bachelors,0,48,White,Male,Private,13,105813,35,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,35
9765,Some-college,0,40,White,Female,Private,10,105503,38,Exec-managerial,0,Divorced,Not-in-family,<=50K,White,Female,38
14226,Some-college,0,40,White,Male,Local-gov,10,175935,43,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,43
25994,Bachelors,0,44,White,Male,Private,13,359828,24,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,24
5606,Some-college,0,30,White,Male,Private,10,186256,49,Prof-specialty,5013,Married-civ-spouse,Husband,<=50K,White,Male,49
46607,Some-college,0,40,Asian-Pac-Islander,Male,Federal-gov,10,255386,56,Adm-clerical,0,Married-civ-spouse,Husband,<=50K,Asian-Pac-Islander,Male,56
17762,Assoc-voc,0,40,White,Male,Private,11,255822,58,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,58
13605,HS-grad,0,40,White,Male,Private,9,203828,36,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,36
264,Masters,0,40,White,Female,Private,14,116372,27,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,27
48103,HS-grad,0,40,White,Female,Private,9,106437,32,Adm-clerical,0,Separated,Unmarried,<=50K,White,Female,32
3664,HS-grad,0,40,White,Female,Private,9,23074,46,Adm-clerical,0,Widowed,Not-in-family,<=50K,White,Female,46
32316,HS-grad,0,50,White,Female,Private,9,206888,37,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,37
8203,Some-college,0,15,White,Male,?,10,317988,19,?,0,Never-married,Not-in-family,<=50K,White,Male,19
23786,Assoc-acdm,0,40,Black,Female,Private,12,394474,53,Adm-clerical,0,Never-married,Unmarried,<=50K,Black,Female,53
13976,Masters,0,40,White,Male,Private,14,187493,65,Prof-specialty,20051,Married-civ-spouse,Husband,>50K,White,Male,65
17566,Some-college,0,40,White,Male,Private,10,188861,46,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,46
41612,Some-college,0,84,White,Male,Self-emp-not-inc,10,42044,37,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,37
46302,Bachelors,0,45,White,Male,Private,13,52291,46,Prof-specialty,7688,Married-civ-spouse,Husband,>50K,White,Male,46
14223,Some-college,0,48,White,Male,Private,10,279337,51,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,51
44222,Some-college,0,12,White,Male,Private,10,278115,19,Other-service,0,Never-married,Own-child,<=50K,White,Male,19
32298,Assoc-acdm,0,50,Black,Male,Private,12,207578,41,Exec-managerial,0,Married-civ-spouse,Husband,>50K,Black,Male,41
4636,Some-college,0,48,White,Male,Private,10,39640,25,Other-service,0,Never-married,Not-in-family,<=50K,White,Male,25
8141,HS-grad,0,40,White,Male,Private,9,159623,28,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,28
3534,HS-grad,0,25,White,Female,Private,9,151364,63,Prof-specialty,0,Married-civ-spouse,Wife,<=50K,White,Female,63
22511,HS-grad,0,40,White,Male,Private,9,204052,31,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,31
46293,Bachelors,0,40,White,Male,Private,13,108140,35,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,35
7498,Some-college,0,50,White,Male,Private,10,33157,36,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,36
24721,HS-grad,0,40,White,Male,Private,9,33551,20,Transport-moving,0,Never-married,Own-child,<=50K,White,Male,20
19699,Bachelors,0,40,White,Male,State-gov,13,192779,46,Exec-managerial,7688,Married-civ-spouse,Husband,>50K,White,Male,46
23845,HS-grad,0,40,White,Male,Private,9,112271,36,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,36
32780,HS-grad,0,10,White,Male,Private,9,277588,69,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,69
40533,Some-college,0,78,White,Male,Self-emp-not-inc,10,37023,26,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,26
43282,Assoc-voc,0,40,White,Female,Private,11,102202,45,Adm-clerical,0,Divorced,Not-in-family,<=50K,White,Female,45
15503,Doctorate,0,20,White,Male,Self-emp-inc,16,152519,75,Prof-specialty,25124,Widowed,Not-in-family,>50K,White,Male,75
42979,Bachelors,0,40,White,Female,Private,13,273604,36,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,36
48776,Some-college,0,65,White,Male,Private,10,179010,26,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,26
10096,Doctorate,0,50,White,Male,Private,16,95864,53,Prof-specialty,15024,Married-civ-spouse,Husband,>50K,White,Male,53
37585,10th,0,40,White,Female,Private,6,184833,32,Craft-repair,0,Separated,Unmarried,<=50K,White,Female,32
4491,10th,0,15,White,Male,Private,6,163687,22,Sales,0,Never-married,Own-child,<=50K,White,Male,22
10745,Bachelors,0,45,White,Male,Private,13,285000,35,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,35
31979,Masters,0,40,Asian-Pac-Islander,Male,Private,14,31740,32,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,Asian-Pac-Islander,Male,32
18863,10th,0,50,White,Male,Private,6,203776,28,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,28
15960,12th,0,10,White,Male,Self-emp-inc,8,378036,18,Farming-fishing,0,Never-married,Own-child,<=50K,White,Male,18
22330,HS-grad,0,40,Amer-Indian-Eskimo,Male,Private,9,192976,44,Transport-moving,0,Married-civ-spouse,Husband,<=50K,Amer-Indian-Eskimo,Male,44
22153,7th-8th,0,40,Black,Female,Local-gov,4,111891,41,Other-service,0,Never-married,Unmarried,<=50K,Black,Female,41
8593,HS-grad,0,32,White,Female,Private,9,108945,40,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,40
39615,HS-grad,0,40,White,Male,Federal-gov,9,184099,44,Adm-clerical,0,Married-civ-spouse,Husband,>50K,White,Male,44
12393,Prof-school,0,60,White,Female,Private,15,110331,37,Other-service,0,Married-civ-spouse,Wife,>50K,White,Female,37
35720,Assoc-acdm,0,60,White,Male,Private,12,116800,22,Protective-serv,0,Never-married,Own-child,<=50K,White,Male,22
3716,HS-grad,0,38,Black,Male,Private,9,266583,29,Sales,2829,Married-civ-spouse,Husband,<=50K,Black,Male,29
43787,Bachelors,0,48,White,Male,Private,13,43711,44,Other-service,0,Never-married,Not-in-family,<=50K,White,Male,44
9463,Masters,0,55,White,Female,Private,14,343068,40,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,40
33200,Bachelors,0,40,White,Female,Private,13,240628,42,Exec-managerial,0,Married-civ-spouse,Wife,>50K,White,Female,42
1225,Assoc-voc,0,23,Black,Male,Private,11,257992,29,Sales,0,Never-married,Own-child,<=50K,Black,Male,29
3005,HS-grad,0,35,White,Female,Private,9,292110,51,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,51
31373,Some-college,0,40,White,Male,Private,10,400616,18,Adm-clerical,0,Never-married,Own-child,<=50K,White,Male,18
8497,Assoc-acdm,0,40,Asian-Pac-Islander,Male,Private,12,195946,35,Other-service,0,Married-civ-spouse,Husband,<=50K,Asian-Pac-Islander,Male,35
27740,11th,0,60,White,Male,Private,7,299050,19,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,19
31600,Some-college,0,40,White,Male,Private,10,111467,21,Handlers-cleaners,0,Never-married,Not-in-family,<=50K,White,Male,21
26445,HS-grad,0,40,Black,Female,Private,9,127833,27,Adm-clerical,0,Never-married,Own-child,<=50K,Black,Female,27
46841,Some-college,0,60,White,Male,Local-gov,10,50929,59,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,59
21142,HS-grad,0,40,White,Male,Private,9,145041,48,Machine-op-inspct,0,Never-married,Other-relative,<=50K,White,Male,48
25050,Some-college,0,40,White,Female,?,10,120572,22,?,0,Never-married,Own-child,<=50K,White,Female,22
43132,Bachelors,0,41,White,Male,Private,13,36851,27,Machine-op-inspct,0,Never-married,Not-in-family,<=50K,White,Male,27
13322,HS-grad,0,40,White,Female,?,9,117310,45,?,0,Divorced,Not-in-family,<=50K,White,Female,45
12381,HS-grad,0,40,Black,Male,Private,9,266600,25,Adm-clerical,3137,Married-civ-spouse,Husband,<=50K,Black,Male,25
12752,Some-college,0,40,White,Male,Private,10,203171,28,Craft-repair,0,Divorced,Not-in-family,<=50K,White,Male,28
45093,5th-6th,0,50,White,Male,Self-emp-not-inc,3,328466,36,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,36
14890,Bachelors,0,40,White,Male,Federal-gov,13,88909,42,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,42
45631,Some-college,0,32,White,Female,Federal-gov,10,280728,18,Sales,0,Never-married,Own-child,<=50K,White,Female,18
33765,Some-college,0,41,White,Male,Private,10,91857,38,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,38
22427,Some-college,0,60,White,Male,Self-emp-inc,10,157881,53,Exec-managerial,0,Divorced,Not-in-family,<=50K,White,Male,53
3396,HS-grad,1579,40,White,Male,Private,9,233493,46,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,46
36511,Some-college,0,15,White,Female,Private,10,206681,21,Sales,0,Never-married,Own-child,<=50K,White,Female,21
9003,Bachelors,0,40,White,Male,Private,13,112115,34,Prof-specialty,0,Never-married,Not-in-family,>50K,White,Male,34
9467,HS-grad,0,50,White,Male,Private,9,256864,38,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,38
35526,12th,0,40,Black,Male,Private,8,203943,41,Protective-serv,0,Married-civ-spouse,Husband,<=50K,Black,Male,41
39541,Bachelors,0,45,White,Female,Private,13,178948,37,Exec-managerial,7688,Married-civ-spouse,Wife,>50K,White,Female,37
22075,HS-grad,0,40,White,Male,Private,9,163052,51,Protective-serv,0,Married-civ-spouse,Husband,>50K,White,Male,51
40467,Some-college,0,40,White,Male,Private,10,201122,31,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,31
19987,Some-college,0,20,Black,Male,Private,10,437994,22,Other-service,0,Never-married,Other-relative,<=50K,Black,Male,22
27193,HS-grad,0,40,White,Male,Private,9,183612,33,Machine-op-inspct,0,Married-civ-spouse,Husband,>50K,White,Male,33
28653,HS-grad,0,40,White,Male,Private,9,199116,29,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,29
35571,HS-grad,0,35,White,Female,Private,9,154165,21,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Female,21
26518,HS-grad,0,50,White,Male,Private,9,110713,37,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,37
29813,Assoc-voc,0,40,White,Female,Private,11,175622,52,Other-service,0,Divorced,Unmarried,<=50K,White,Female,52
42805,Assoc-acdm,0,75,White,Male,Private,12,136419,41,Tech-support,0,Married-civ-spouse,Husband,>50K,White,Male,41
13725,HS-grad,0,40,Black,Male,Private,9,94145,30,Adm-clerical,0,Divorced,Unmarried,<=50K,Black,Male,30
42753,Assoc-acdm,0,40,White,Male,Private,12,234901,39,Adm-clerical,0,Separated,Unmarried,<=50K,White,Male,39
35320,Bachelors,0,40,White,Male,Self-emp-not-inc,13,167280,44,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,44
1181,Masters,0,25,White,Female,Private,14,222011,44,Prof-specialty,0,Divorced,Unmarried,>50K,White,Female,44
962,5th-6th,0,40,White,Male,Private,3,238567,48,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,48
30545,9th,0,40,White,Male,Private,5,216666,46,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,46
36064,9th,0,55,White,Male,Private,5,178644,55,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,55
14967,HS-grad,0,44,White,Female,Private,9,178137,48,Machine-op-inspct,0,Divorced,Unmarried,<=50K,White,Female,48
38880,HS-grad,0,70,White,Male,Federal-gov,9,168109,47,Adm-clerical,0,Married-civ-spouse,Husband,<=50K,White,Male,47
32730,Assoc-voc,0,40,White,Male,Private,11,169589,32,Handlers-cleaners,0,Married-civ-spouse,Husband,>50K,White,Male,32
1317,Bachelors,0,40,White,Female,Private,13,75171,41,Exec-managerial,0,Divorced,Unmarried,<=50K,White,Female,41
14957,Prof-school,0,25,White,Male,Private,15,72967,32,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,32
46941,Some-college,0,40,White,Female,?,10,177287,21,?,0,Never-married,Own-child,<=50K,White,Female,21
35822,Assoc-voc,0,48,Black,Male,Private,11,237995,37,Machine-op-inspct,0,Divorced,Not-in-family,<=50K,Black,Male,37
19165,Preschool,0,10,Black,Male,Private,1,235079,71,Craft-repair,0,Widowed,Unmarried,<=50K,Black,Male,71
32934,Masters,0,20,Black,Female,State-gov,14,290677,30,Adm-clerical,0,Never-married,Not-in-family,<=50K,Black,Female,30
24680,HS-grad,0,40,White,Male,Private,9,231962,19,Other-service,0,Never-married,Unmarried,<=50K,White,Male,19
42768,Some-college,0,40,White,Male,Private,10,59287,46,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,46
40012,7th-8th,0,54,White,Male,Private,4,477209,61,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,61
46010,HS-grad,0,35,White,Male,Private,9,115331,40,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,40
23986,5th-6th,0,40,White,Male,Private,3,168337,49,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,49
20026,HS-grad,0,30,White,Male,Self-emp-not-inc,9,189027,25,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,25
12703,Assoc-acdm,0,56,White,Male,Private,12,181661,38,Tech-support,0,Married-civ-spouse,Husband,>50K,White,Male,38
42740,Masters,0,38,White,Male,State-gov,14,173730,34,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,34
30179,HS-grad,0,40,White,Female,Federal-gov,9,91468,42,Adm-clerical,0,Divorced,Not-in-family,<=50K,White,Female,42
22930,Assoc-voc,0,32,White,Male,Private,11,506858,34,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,34
6030,HS-grad,0,40,White,Male,Private,9,219199,26,Handlers-cleaners,0,Never-married,Not-in-family,<=50K,White,Male,26
22601,Assoc-voc,0,55,White,Male,Private,11,172304,30,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,30
28826,HS-grad,0,38,White,Male,Private,9,54159,35,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,35
42792,Some-college,0,16,White,Female,Private,10,212582,20,Other-service,0,Never-married,Own-child,<=50K,White,Female,20
27700,Bachelors,0,45,White,Male,State-gov,13,122353,39,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,39
3420,HS-grad,0,40,White,Male,Private,9,198660,30,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,30
39416,11th,0,20,White,Female,Private,7,159299,17,Other-service,0,Never-married,Own-child,<=50K,White,Female,17
35447,HS-grad,1848,45,White,Male,Private,9,351161,41,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,41
5492,HS-grad,0,40,White,Male,Private,9,206889,28,Craft-repair,0,Divorced,Not-in-family,<=50K,White,Male,28
79,Some-college,0,40,White,Female,Private,10,72055,20,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,20
12779,HS-grad,0,40,White,Male,Private,9,42850,27,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,27
43934,HS-grad,0,35,White,Female,Private,9,103925,38,Adm-clerical,0,Never-married,Unmarried,<=50K,White,Female,38
46864,HS-grad,0,40,White,Male,Private,9,165097,20,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,20
23993,HS-grad,0,40,White,Male,Private,9,225193,41,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,41
17529,HS-grad,0,40,White,Female,Private,9,190040,34,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,34
14504,Some-college,0,35,White,Female,?,10,122048,22,?,0,Never-married,Own-child,<=50K,White,Female,22
26337,11th,0,35,White,Male,?,7,79990,18,?,0,Never-married,Own-child,<=50K,White,Male,18
13761,Some-college,0,34,White,Female,Private,10,57617,29,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,29
41295,Some-college,0,40,White,Female,Private,10,496856,22,Exec-managerial,0,Married-civ-spouse,Wife,<=50K,White,Female,22
21922,HS-grad,0,30,White,Male,Private,9,115161,40,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,40
8256,HS-grad,0,40,White,Male,Private,9,344060,42,Sales,7298,Married-civ-spouse,Husband,>50K,White,Male,42
12908,HS-grad,0,50,White,Male,Private,9,47541,23,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,23
28880,Bachelors,0,40,White,Male,Private,13,176814,49,Adm-clerical,5178,Married-civ-spouse,Husband,>50K,White,Male,49
14998,Bachelors,0,20,White,Female,Local-gov,13,189145,33,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,33
11996,Some-college,0,40,Black,Male,Private,10,408417,28,Sales,0,Never-married,Own-child,<=50K,Black,Male,28
1263,HS-grad,0,40,White,Male,Private,9,188850,36,Adm-clerical,0,Married-civ-spouse,Husband,>50K,White,Male,36
33736,10th,0,40,White,Male,Private,6,427744,25,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,25
39961,Bachelors,0,25,White,Male,Local-gov,13,191921,25,Craft-repair,0,Never-married,Own-child,<=50K,White,Male,25
47710,Some-college,0,37,Asian-Pac-Islander,Male,Private,10,332008,26,Craft-repair,0,Never-married,Unmarried,<=50K,Asian-Pac-Islander,Male,26
48420,Prof-school,0,40,White,Male,Self-emp-not-inc,15,242391,47,Prof-specialty,15024,Married-civ-spouse,Husband,>50K,White,Male,47
37027,9th,0,40,Black,Male,Private,5,149568,30,Farming-fishing,0,Never-married,Other-relative,<=50K,Black,Male,30
2329,Masters,0,55,White,Male,Private,14,135102,50,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,50
10499,HS-grad,0,30,White,Female,Private,9,271559,64,Machine-op-inspct,0,Married-civ-spouse,Wife,<=50K,White,Female,64
24296,HS-grad,0,55,White,Male,Private,9,202450,34,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,34
4049,HS-grad,0,40,White,Male,Private,9,42069,19,Other-service,0,Never-married,Own-child,<=50K,White,Male,19
29323,Some-college,0,40,White,Male,?,10,144872,71,?,6514,Married-civ-spouse,Husband,>50K,White,Male,71
9319,Some-college,0,40,White,Male,?,10,117210,21,?,0,Never-married,Not-in-family,<=50K,White,Male,21
37195,HS-grad,0,40,White,Male,Private,9,154978,23,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,23
34074,HS-grad,0,40,White,Male,Private,9,203488,31,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,31
16384,Some-college,0,40,White,Female,Private,10,188300,20,Tech-support,0,Never-married,Own-child,<=50K,White,Female,20
42200,HS-grad,0,48,Black,Female,Private,9,91911,53,Craft-repair,0,Divorced,Unmarried,<=50K,Black,Female,53
11494,1st-4th,0,40,White,Male,Private,2,236731,55,Other-service,0,Never-married,Not-in-family,<=50K,White,Male,55
45661,HS-grad,0,40,White,Male,Private,9,410240,25,Craft-repair,0,Never-married,Own-child,<=50K,White,Male,25
4329,Some-college,0,35,White,Female,Private,10,287833,56,Adm-clerical,0,Married-civ-spouse,Wife,>50K,White,Female,56
15779,HS-grad,0,60,White,Male,Private,9,160369,44,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,44
26332,Doctorate,0,77,White,Male,Self-emp-inc,16,191385,32,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,32
12252,HS-grad,0,45,White,Male,Private,9,243322,50,Transport-moving,0,Married-spouse-absent,Not-in-family,<=50K,White,Male,50
39160,Some-college,0,40,White,Male,Private,10,103358,25,Machine-op-inspct,0,Never-married,Own-child,<=50K,White,Male,25
18038,HS-grad,0,70,White,Male,Self-emp-not-inc,9,34037,40,Farming-fishing,0,Never-married,Not-in-family,<=50K,White,Male,40
25430,HS-grad,0,40,White,Female,Private,9,20728,21,Sales,4101,Never-married,Own-child,<=50K,White,Female,21
45927,Some-college,0,30,White,Female,State-gov,10,173780,37,Prof-specialty,0,Divorced,Unmarried,<=50K,White,Female,37
22174,Some-college,0,40,White,Female,Private,10,211028,32,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,32
21320,Some-college,0,40,White,Male,Federal-gov,10,44822,44,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,44
37882,HS-grad,0,40,White,Male,Private,9,201680,24,Craft-repair,0,Never-married,Own-child,<=50K,White,Male,24
33501,Some-college,0,40,Asian-Pac-Islander,Male,Private,10,100669,39,Craft-repair,0,Married-civ-spouse,Own-child,<=50K,Asian-Pac-Islander,Male,39
41149,Prof-school,0,48,White,Male,Private,15,250821,46,Farming-fishing,0,Divorced,Unmarried,<=50K,White,Male,46
16953,11th,0,10,White,Male,Self-emp-not-inc,7,368700,17,Farming-fishing,0,Never-married,Own-child,<=50K,White,Male,17
13003,HS-grad,0,40,Black,Female,Private,9,249382,27,Other-service,0,Divorced,Unmarried,<=50K,Black,Female,27
6432,Some-college,0,40,White,Male,?,10,334593,22,?,0,Never-married,Not-in-family,<=50K,White,Male,22
35459,11th,0,40,Black,Male,Local-gov,7,264457,51,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,Black,Male,51
35056,9th,0,35,White,Male,Private,5,455361,21,Other-service,0,Never-married,Unmarried,<=50K,White,Male,21
27837,HS-grad,0,40,Black,Female,Private,9,324231,39,Machine-op-inspct,0,Widowed,Unmarried,<=50K,Black,Female,39
37213,HS-grad,0,50,White,Male,Private,9,229504,30,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,30
21726,HS-grad,0,50,White,Male,Private,9,194141,32,Machine-op-inspct,0,Divorced,Own-child,<=50K,White,Male,32
10672,Bachelors,0,40,White,Male,Local-gov,13,20308,39,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,39
3602,Some-college,0,80,White,Male,Self-emp-not-inc,10,131808,39,Sales,7688,Married-civ-spouse,Husband,>50K,White,Male,39
32191,Some-college,0,40,White,Male,Private,10,229051,32,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,32
12317,Some-college,0,35,White,Male,Local-gov,10,209899,64,Protective-serv,0,Married-civ-spouse,Husband,<=50K,White,Male,64
21356,HS-grad,0,40,White,Female,Self-emp-not-inc,9,20333,36,Sales,7688,Married-civ-spouse,Wife,>50K,White,Female,36
39535,HS-grad,0,40,White,Male,Private,9,216724,25,Exec-managerial,0,Divorced,Own-child,<=50K,White,Male,25
42436,Doctorate,0,80,White,Male,Private,16,43738,64,Prof-specialty,0,Widowed,Not-in-family,>50K,White,Male,64
34522,Some-college,0,25,White,Male,Self-emp-inc,10,228075,74,Exec-managerial,20051,Married-civ-spouse,Husband,>50K,White,Male,74
16881,Bachelors,0,40,White,Male,Private,13,239824,32,Tech-support,0,Never-married,Not-in-family,<=50K,White,Male,32
37737,Masters,0,35,Black,Female,Private,14,210275,42,Tech-support,4687,Divorced,Unmarried,>50K,Black,Female,42
18946,Bachelors,0,70,White,Male,Private,13,94692,70,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,70
40386,Bachelors,0,70,White,Male,Private,13,237943,39,Exec-managerial,99999,Married-civ-spouse,Husband,>50K,White,Male,39
14025,Bachelors,0,40,White,Female,Private,13,48280,25,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,25
48488,Some-college,0,35,White,Male,Private,10,256362,33,Other-service,0,Never-married,Not-in-family,<=50K,White,Male,33
42376,5th-6th,0,40,White,Female,Private,3,165798,41,Other-service,0,Divorced,Unmarried,<=50K,White,Female,41
48697,Assoc-acdm,1902,50,White,Male,Private,12,191335,33,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,33
43965,7th-8th,0,10,White,Male,Private,4,55965,71,Transport-moving,0,Widowed,Not-in-family,<=50K,White,Male,71
25895,Bachelors,0,45,White,Male,Private,13,274690,28,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Male,28
39750,Assoc-voc,0,40,White,Male,Private,11,169683,29,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,29
48100,Assoc-voc,0,55,White,Male,Private,11,176063,42,Exec-managerial,15024,Married-civ-spouse,Husband,>50K,White,Male,42
36256,Some-college,0,40,White,Male,Private,10,187748,37,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,37
32654,Assoc-acdm,0,27,White,Female,Private,12,177114,46,Prof-specialty,0,Widowed,Unmarried,<=50K,White,Female,46
1273,Prof-school,0,50,White,Male,Self-emp-not-inc,15,193882,44,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,44
42867,HS-grad,0,40,White,Female,?,9,188236,60,?,0,Divorced,Not-in-family,<=50K,White,Female,60
8183,Some-college,0,40,White,Male,?,10,101761,67,?,0,Married-civ-spouse,Husband,>50K,White,Male,67
15907,Some-college,0,18,White,Female,Private,10,200426,37,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,37
10363,Bachelors,0,40,White,Male,Private,13,141817,31,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,31
39699,7th-8th,0,50,White,Female,Private,4,194259,52,Exec-managerial,0,Married-civ-spouse,Wife,<=50K,White,Female,52
7104,HS-grad,0,40,White,Male,Private,9,220499,26,Handlers-cleaners,0,Never-married,Unmarried,<=50K,White,Male,26
48398,HS-grad,0,40,White,Male,Private,9,121124,47,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,47
39024,HS-grad,0,40,White,Male,Private,9,60751,49,Protective-serv,0,Married-civ-spouse,Husband,<=50K,White,Male,49
14263,5th-6th,0,6,Asian-Pac-Islander,Female,Private,3,106390,81,Other-service,0,Widowed,Not-in-family,<=50K,Asian-Pac-Islander,Female,81
34778,Some-college,0,50,White,Male,Self-emp-inc,10,132716,50,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,50
